,Users,Comments,labels
405,@jeywow,achieve last peace nation must recognize shared humanity transcend division often fuel conflict embrace diversity foster mutual respect lay foundation peaceful world france germany two country bitter rival peace year achieve process reconciliation include economic cooperation cultural exchange political cooperation,1.0
406,@daven9708,bet two wouldnt utter word net loss family member keep hostage,0.0
407,@hgfku-tn6hb,dont think anyone currently hostage pleased criticism swap,0.0
408,@80sGameGuy,even hold opinion general clarke imagine invite interview hour prep comment preface something like let start say grateful family return loved one heart go still yearn reunite,0.0
409,@stevefazekas9800,often agree clark interview lack perspective pause gain release hostages israeli drone plane missile tank armour vehicle superior war material israel wipe hamas gaza time choose say hamas view victor death count probably end one idea victory certain amount civilian casualty whole issue clark position screw hostage screw palestinian continue inflame arab world hope hamas destroyed would make valiant martyr bully israel,-1.0
410,@BK-uf6qr,disagree general tho shall see get started government seem frustrated international response especially medium get seem like say care dont like u even try even make requisite effort good long run shape want cement dry,0.0
411,@IAm-qr1on,could even possibly topic net loss hostage return,0.0
412,@mikem3789,seem family hostage want love one back safely also seem smart strategic move side experience also seem force retain hope aim ambition go dangerous individual intent cause harm perhaps apprehend question others god willing israel successful regard thing jesus name,-1.0
413,@happinesscomesinwaves5534,war horrible everyone may peace come holy land asap,-1.0
414,@chrisolmsted5678,please ask right question agreement approximately best possible action time course everyone align israel say israel give get negotiation general comment balance need struck americas long term goal really take away,0.0
415,@art6358,loselose situation israel public pressure lead netanyahu compromise one else blame,-1.0
416,@kaipo8085,dont negotiate terrorist les groomsman tropic thunder,-1.0
417,@John-cg1ex,hamas allow prove violence work force israel act responsibly non violent resistance palestinian decade release palestinian political prisoner hamas action government netanyahu biggest prop hamas,-1.0
418,@panmaew,well happen deal lunatic value many thing life already lose,-1.0
419,@humility9345,disgrace administration serve divisive dangerous truly despicable individual man imagine decision make battle field real shame thank god longer role,-1.0
420,@lataic3745,call net loss hostage free tel family,0.0
421,@carlabroderick5508,commenter dont understand general say discuss exact principle authority always try dissuade people provide ransom negotiate alone kidnapper hostage taker future much hamas iran influence take hostage hamas get much aid world support atrocity focus entirely recover hostage major result endless kidnapping killing israeli civilian commenter consider israeli history hostage take especially comment general n't care hostage fate completely wrong show understanding,-1.0
422,@dwanderful1,great reporting,1.0
423,@thesink5723,find strange deal water gaza one point vote hamas leadership leader live water hamas consider terrorist organization usa nation deal nation water give safe terrorist leader something wrong,0.0
424,@lesleyghostdragon3149,much respect admiration jake sullivan truly grateful strength wisdom poise care answer question,1.0
425,@petejams7340,dont trust verify situation dont think practice line loud interview,0.0
426,@comradecortez4915,president bidenomics reason believe american ever leave behind,0.0
427,@veebee9785,come great idea pause death innocent civilian side,0.0
428,@bmiller949,politics diplomacy delicate dance stage ever see,0.0
429,@diazvirdani1059,un uk usa must end israel occupation west bank nolan uk responsible palestine conflict valour declaration issue uk announce establishment national home jewish people palestine time palestine territory ottoman empire jew palestine still minority,0.0
430,@alicemiller5702,im sick amazon crap,-1.0
431,@WayOfDiplomacy,violence commit israeli settler amount practice ethnic cleanse detail involve get rid troublesome village town even family grand fraud former french ambassador israel november please free hostage prisoner israel palestine please stop illegal settlement,-1.0
432,@ajsmith6064,jake say week january everything quiet middle east everything quiet problem nothing radar everything quiet,0.0
433,@naderhaidar007,jew christian muslims people religion school think live together peace harmony unite u humanity belong future past together build better future let u choose peace war,1.0
434,@mattyjay8896,remedy past discrimination present discrimination remedy present discrimination future discrimination breed kennedy,0.0
435,@doc636,accord last news dual citizenship american israeli release today news reason release today secretary state tel avid monday tomorrow meet,0.0
436,@PoorChoiceOfWords1224,john travolta say neardeath experience inspire take latest role well truthful tell people neardeath experience really inspired take latest role see despite blankcheck trust medium say load word,1.0
437,@paultaylor3264,ai image dont seem offer enough human knowledge image aim project climate change issue human mindset try much possible reverse climate change mankind choice whether save world ultimate disaster stop cause rise temperature sense united cooperation international scale hard work sacrifice require,0.0
438,@ricardodsavant2965,scientist could harness hot air could power world,0.0
439,@BUY.YT.VIEWS.,thank,1.0
440,@user-mu3iy8fq3d,invest research innovation emerge critical pathway potentially unlocking breakthrough solution propel progress toward sustainable climateresilient future,1.0
441,@nottooknight55,mass extinction ai record history dont know,-1.0
442,@skypucktrader9909,prove ground western defensive weapon system,0.0
443,@Weak_USA_CuckBIackedRaw_9444,public let acknowledge significant talent time hard work put production thanks cannon rescue team remarkable work add friendship significance hope dedication hold great mean salute commitment professional articulate coverage information provide crucial recent relevant showcasing work credible intelligent journalist fair unbiased reporting couple objective professionalism establishes benchmark comprehensive informative analysis,1.0
444,@Weak_USA_CuckBIackedRaw_9444,end user let acknowledge significant talent time effort invest thanks cannon rescue team outstanding work elevate friendship significance hope dedication hold great mean salute commitment professional articulate coverage information share crucial recent relevant showcasing work credible intelligent journalist fair unbiased reporting couple objective professionalism ensure comprehensive insightful analysis,1.0
445,@Mfkriptoblank-he6lu,debristhey shot drone let honest,0.0
446,@tommycorbet,much forewarning kid ascertain russia drone launch finally make model determine remnant,0.0
447,@evilleader1991,wait think russian army verge collapse month ago launch big drone attack,0.0
448,@basmdaka6954,several building destroy drone,0.0
449,@Weak_USA_CuckBIackedRaw_9444,let recognize substantial talent time effort invest production viewer want express gratitude cannon rescue team extraordinary work dedication hard work bring greater mean friendship significance hope admire commitment professional articulate coverage information provide crucial recent relevant reflect work credible intelligent journalist fair unbiased reporting couple objective professionalism ensure comprehensive informative analysis,1.0
450,@Weak_USA_CuckBIackedRaw_9444,member society must appreciate considerable talent time hard work invest gratitude cannon rescue team outstanding work enhance friendship significance hope dedication carry deep meaning salute commitment professional articulate coverage information share crucial recent relevant reflect work credible intelligent journalist fair unbiased reporting couple objective professionalism ensure comprehensive insightful analysis,1.0
451,@PittPantherFan21,go stop call event unprecedented happen regularly almost year get aggravate drone missile,-1.0
452,@macakucizmama831,everyone know drone usually foreplay missile also give location air defense,0.0
453,@pabloaguila6344,reporter forget mention several drone ukraine send crime day,0.0
454,@rizwanazadchowdhury6871,stop war let people live peacefully,1.0
455,@ERDEMlR,prisoner oppress would accept asked say goodbye force someone evacuation would say goodbye people people want civilian harm choice save innocent people captive year,1.0
456,@aaronallen7294,baron bird high school home yellow jacket shrevport louisiana want say love video world live keep u news give u important information think vocabulary word use show formulate thank,1.0
457,@thoraero,largest year drone country economy small yet ego enormous,-1.0
458,@marcbloch1963,cause debristhis likely one drone go,0.0
459,@johnpiers2786,possible drone attack mean exhaust air defense system ahead winter energy facility attack,0.0
460,@Weak_USA_CuckBIackedRaw_9444,recipient information let acknowledge significant talent time effort invest thanks cannon rescue team commendable work infuse friendship significance hope dedication hold great mean salute commitment professional articulate coverage information provide crucial recent relevant reflect work credible intelligent journalist fair unbiased reporting couple objective professionalism ensure comprehensive insightful analysis,1.0
461,@Dr.S.A.,pro israel palestine stand humanity,1.0
462,@iammaxhammer,whether agree labor calm collect way present point view art quickly forget modern age,0.0
463,@shifakhan2805,precisely explain ithe one actually make pier speechless otherwise man always stick october talk israel defend great answer give labor israel right defend people massacre since year,-1.0
464,@mastereppsreturns6586,mesmerize throughout interview couldnt blink every point deliver poignancy never quite see anything like,1.0
465,@JesusVentura-qc8ez,synergy pier morgans vision peace amp innovation give ray hope israel conflict resolution,0.0
466,@jahirrodriguez-nr9ke,fusion pier morgan advocacy amp potential might brink transformative era peace israel,0.0
467,@66hats,kind man afraid say truth matter uncomfortable traumatized kid gaza young men fight life freedom thank mate,1.0
468,@mohamedabdoun3144,thanks pier despite double standard give people platform let world know issue bigger event october occupation practice violence oppression owner land year,-1.0
469,@thanareda2351,thank mate need people like keep sanity faith humanity,1.0
470,@wendee1,calm understand man love humility honesty way explain harry family trauma could really relate much respect labor mate,1.0
471,@melissakerr7217,agree labor sometimes well leave toxic family situation heal restore broken part perhaps come back find peace understanding acceptance past trauma best could live toxic abusive angry hostile environment dont break free pas next generation leave home making way life best decision couldve ever make year age parent find peace sometimes child outgrow parent,1.0
472,@michaelmonaghan8172,first time ive see pier treat interviewee guest respect n't hold political view keep pier suit labor mate thank willingness work continuously share life experience help u understand true empathy,1.0
473,@memomas1198,amaze palestinian tragedy introduce many great people intellectual like labor mate look norman finkelstein also unveil mask certain hypocrite western medium thanks pier despite double standard give people platform,1.0
474,@nabeelasaleem6013,best interview conduct important world see people like hear offer conflict,1.0
475,@shairanhuzani511,thank labor mat educate u patience may god guide good soul,1.0
476,@Lupita217w7,pier morgan passion amp innovative drive together usher new chapter harmony understand israel context,1.0
477,@sayerahossain2728,touch like nothing else western medium show last near month thank speak truth speak side,0.0
478,@tinytragedies1691,labor mate humble honest articulate word could explain well really opened eye fact israeli live idea whats go actually see comment instar tiptoe crazy,0.0
479,@backpackingireland8624,ireland know occupation independence gain armed conflict good friday agreement testament achieve many atrocity commit year conflict north labor mate voice reason voice humanity god bless labor,1.0
480,@posthaste7191,thank pier morgan conduct interview labor mate present often suppress view western audience thanks labor mate share part life journey u lastly thanks raise exceptional son journalist baron mate consistently speak truth power,1.0
481,@user-ke2kr2hf4v,pier finally get experience like talk,0.0
482,@mouwafakchourbagui8296,pier propalestinian guest condemn hamas pier proisrael guest ive feeling moral quandary,0.0
483,@be3933,pier know draw line aggressive get certain guest,0.0
484,@Dragonichh,finally guy mention october pier,0.0
485,@gangstarapmademedoit1,spokesman well versed train read talk point pierce well train push hard,1.0
486,@denial35,pier asks know terrorists reply hamas make difficult pier ask identify terrorist reply know target target terrorist,-1.0
487,@Justicejenne,kept say big brother u uk do response terrorist cant hold u accountable would make hypocrite,-1.0
488,@findmeahandle,tell pier know truth deep he muzzle restrained moment,0.0
489,@truelies629,pier think october november come close worst thing see october,0.0
490,@saifudin5882,brush always lie become easier catch lie,-1.0
491,@brittanytoretto5287,way target every manipulative tactic book interview pier voice normal legitimate human concern tell exactly need know,0.0
492,@Truthseeker738,great know pier know cut people interview respect one side astonish joke,0.0
493,@fariha1068,kill thousand terrorist target attack go onto admit cant tell civilian terrorist,-1.0
494,@11_panda,say palestinian gaza west bank hamas arent west bank radicalised basically say people cant come back expect people live condition get bomb complete poll want question,-1.0
495,@Surfboard144,answer perfect like prepared answer ready,0.0
496,@hymurad9532,thats awful feel someone call steal country owe defend call unbiased reporter sit listen smart face thief statement,-1.0
497,@Castellano97,lose war try war criminal curtis may wait air force general,0.0
498,@shariqabideen,totally devastate fact pier n't even ask man condemn hamas,-1.0
499,@kamrankhan-go4eu,condemn civilian killing double standard sickening,-1.0
500,@YanaYatkovskaya,would good hear question pier condemn civilian kill israeli army would make double standard watch interview hear question yet,-1.0
501,@serefkuru7397,love pier apologize interview get heat almost n't see come mile away,1.0
502,@Monelleo1,bravo pier recycle old tired talk point pier never fail fail,1.0
503,@Zenkhatara,pier always start show middle season,0.0
504,@aipboess7138,much pier try disguise pretend unbiased umpire fact life important others get away repeat tire sound stop,0.0
505,@hamdiboujelben159,form palestinian arm resistance wouldnt recognize terrorism,-1.0
506,@danielsmith5198,everyone appreciate pier side provide facilitate platform speech debate conversation might despise solely potentially cultivate peace rather two people shout across screen shoot across battlefield,0.0
507,@SupermanOG,pier milk conflict harder farmer milk cow,-1.0
508,@raularnela3654,pier please respond question form palestinian arm resistance wouldnt categorize terrorism,0.0
509,@kalidali5847,form palestinian arm resistance wouldnt recognize terrorism wish could repeat question dodge first time,0.0
510,@soxmemo1123,form palestinian resistance wouldnt recognise terrorism mic drop,0.0
511,@tommykelly3133,pier dont talk please yeah pier must really annoy people,-1.0
512,@farcenter,propaganda terrorism opinion worse insidious actual fighter least fighter honest willingly deceive talk side mouth,-1.0
513,@wisruba,pier break guinness world record ask condemn hamas,0.0
514,@thebittertruth5381,pier morgan take course history he begin overtime october,0.0
515,@l2thad,pier go range emotion interview,0.0
516,@naureenismail4235,im actually glad emily buy ahmed mantra case couldnt even pronounce name thats little know account give arrest completely false fact clear military court attend never hold knife never stab anyone solitary confinement year apparently solitary confinement allow week severe form punishment cause ahmed lose eyesight also show sign schizophrenia please everybody research reason case go viral emily put whatever spin tell learn,0.0
517,@louisemartinez985,israel divide hostage deal hamas israeli jew oppose ongoing prisoner swap discussion exchange prisoner israel palestine focus convict child stabbed civilian,0.0
518,@TheCrusherofice,pier okay emily call werden terrorist show mean pier okay interview invite terrorist show since show objection emily claim pier cant believe give terrorist platform incite terrorism pier let ask condemn pier morgan uncensored,-1.0
519,@mmmmmm6543,pier guy sell flag protest well play chap,1.0
520,@CrazyAnimalGaming,go last video watch pier interview allow guest call another guest terrorist mind boggle pier still talk baby october miss date information today,0.0
521,@mirza3646,want insult someone spill word without back without proof refuse debate make nothing coward liar,-1.0
522,@nefariousluan4577,douglas scar fact speak critically individual want say thing show cowardly,-1.0
523,@jonathanfarley2023,funny people relative victim world war ii holocaust suddenly get ignore dont agree douglas murray,0.0
524,@is-it-too-late1021,instantly lose respect anyone willing talk another man wont talk man,-1.0
525,@nadbyzantine,fact pier douglas video attack norman interview face say lot way truth trigger people argument,0.0
526,@Oceanbluesunshineyellow,douglas murray talk psychopath sick people society ironic comment ive heard month,-1.0
527,@ll_7496,douglas couldnt debate norman face face use pier human shield,0.0
528,@ammararif5619,terrified face big gulp pier ask would debate norman say everything,0.0
529,@mohammedbenzaamia7009,every word say prove norman right gulp ask would debate say,0.0
530,@munirasaeed3284,love face ask would debate,1.0
531,@DANGERProductions2020,great see ratio video drug fan fawn general public see really intellectual lightweight resort ad home hypocrisy run away debate,-1.0
532,@summ.3433,anyone genuinely expect treat douglas respect attack norman finkelsteins character ad homing ask would debate subject say spineless thing say,-1.0
533,@iemandjwzz4614,douglas go norman personality sign weakness,-1.0
534,@curiosity230,professor norman finklestein show still humanity remain world ray hope world,1.0
535,@fawazalmuharrami2950,clear douglas scar norman norman brave respect intellectual say nothing truth follow year humble love human world need men like say truth problem many like truth find mean shut voice truth always strong matter many enemy stand together norman one god soldier evil,1.0
536,@kennethgover1965,dear douglas recommend particular interview friend complete university degree close half century ago still maintain keen interest world affair read widely regrettably fear education standard decline year one need observe appal standard public debate riddle poorly inform pseudointellectual commentator arrogantly speak nonsense laugh bias illogical argument delude foolish laugh drivel becomes dangerous need courageous folk speak behalf lately notice another young chap konstantin isin along ben shapiro feature prominently medium must say gentleman represent absolute pinnacle arrogant pseudointellectualism sadden course dont hate since hate destructive emotion discard decade ago consider since hatred ooze one every pore unbecoming sincerely ask consider career suit talent since comment world event clearly way beyond intellectual capacity offer advice hope prove helpful viewer deserve better fact viewer desperately need better troubled time feedback welcome feel inclined nice day,-1.0
537,@mali1128,pier let fall sword ask would debate,0.0
538,@abdusmohammed606,use holocaust denier actually refer deny use holocaust mean comparison israel,-1.0
539,@samadrana6816,personally attack professor finkelstein son holocaust survivor behind back rather engage civilised debate tell need know murray,-1.0
540,@tareqallan,one debate norman subject wonder knowing he right,0.0
541,@juergenuhlemann2866,german completely agree mother say concentration camp hope view every person side fence enemy,0.0
542,@roadracer1584,powerful interview ive see period interview like would never televise u mainstream medium,0.0
543,@ctahir99,man stick principle despite world say thanks norm great,1.0
544,@FarahTarek23,man intelligent mesmerize demeanour ability carry conversation eloquence thats incredible sensible voice reason throughout palestinian plight,1.0
545,@annettecroft3198,thank finkelstein show since first hearing speak recently well understanding dire situation palestinian people oct begin atrocity,1.0
546,@ahmedabbas4236,move tribute finklestein former student nyu hope humanity long people like around late parent truly remarkable folk go immense suffering still retain compassionate feeling think wrong many world would undergo horror nazi concentration camp still like good professor parent remember history may gods allah light always shine people like,1.0
547,@Gamer-zq5eb,end interview give goosebump pier ask parent whose family wipe holocaust would react october,0.0
548,@anasmaali9100,palestinian citizen express amount integrity moral man thank norman finkelstein full love free honest jew,1.0
549,@respectnature,well do respect many people norman finkelstein dangerous honest person world,1.0
550,@MrTeks79,somehow feel ignorant n't know guy sheer respect morality highest level pure honesty make seek truth even mean death pal like guy rare,1.0
551,@anushamajid9080,norman example humanity need courage happen blue moon way describe parent share thought take serious courage acknowledge really ive watch advocate voiceless year time respect get another level,1.0
552,@algiers8296,long there people like always hope,1.0
553,@missmr4788,finkelstein tear say almost give freedom palestine consider ive fighting year day number norman pray god allow witness day palestine free feel closer ever importantly norman million inspire fight freedom palestine globally grow number palestine free,1.0
554,@LoloLolo-mi6je,people like norman world,1.0
555,@Abdelkrim_bf4861,masterpiece master humanist voice always hear professor try world free justice pretend reach paramount civilisation brave,1.0
556,@Picuco09,mad respect pier let norman speak nervous start whole condemn hamas rhetoric question norman humanity end precisely humanity tear love man,1.0
557,@bonanihossain4614,many thanks norman honest brave show truth hope among many hypocrite correct seek truth fight right useful everyone,1.0
558,@saifeddinmiri4453,go die go take u powerful quote feel sum whole thing respect man,1.0
559,@alim.lateef4162,im ashamed say ive never hear guy life till interview start pop online outta wish best life dedicate year life hatcheck document spread truth whats happen people palestine,0.0
560,@gusf8451,quickly pier divert subject ukraine find penn fan israel,0.0
561,@ahmedandalous2878,war start lie peace start truth julian assange,-1.0
562,@samhasna8995,palestinian respect sir day huge deal speak truth case jewish person take much courage,1.0
563,@zaniffakarim4721,totally respect penn speak high intelligence logic peace always well war nobody win war,1.0
564,@SB-84,share opinion pier fact let finish speaking miracle,0.0
565,@RoxanneLavender,truly nice hear experience intelligent wise compassionate person speak people ignore whats happen ukraine like people move ignore russia may play long game people like candace owen beg country stop support ukraine say dont care citizens laugh people agree make one video history atlantic slave trade black american love especially black men white people follow whatever black american say seem like petty thing im say perhaps watch wise interview im yr old im like sean penn perhaps ill wise cool learn life,0.0
566,@dmldml9260,approach pier interview give penn time answer without abruption way always treat guest,0.0
567,@AmeliaChoe148,sean penn discus film ukraine importance bring attention country situation amidst global distraction speaker discuss importance nuanced conversation potential consequence resist,0.0
568,@artemisglobalfze7943,respect sean penn stand right side morality humanity law defenseless woman child gaza,1.0
569,@user-tb8cq7ug4y,another great interview pier well do absolute gentleman sean penn world make people moral,1.0
570,@MrMehreiran,lovely man im lifelong fan need today world voice reason rare commodity im surprise pier invite sean first place usually bring crazy fanatic corrupt politician show,1.0
571,@willowblossom6056,n't hear pier demand condemn hamas probably miss,0.0
572,@sirserious2790,like sean penn go burst tear moment,0.0
573,@DocFUNKist,utmost respect penn commitment speak truth truly reflect character quality often overlook minimize dismissed interviewer,1.0
574,@marklorenz4302,id forget erudite sean penn actually man deep pity contemporary politics get like man,0.0
575,@eckartmaichel6604,dont agree sean penn several thing agree many others believe sincere integrity respect much,1.0
576,@stevekane1331,fantastic interview amaze inspire penn evolve seemingly always angry rag activist circumspect deep thinker cheerful selfeffacing still indefatigable celebrity political voice whodathunkit,1.0
577,@yabadabadope,older get less understand horrible world live,-1.0
578,@washingtonsmythe2,well do sean penn usually side humanity,1.0
579,@lilslimshady12,pier definition let ask question never let finish answering,0.0
580,@darrelljr.3863,bring dead father try trap absolutely disgust,-1.0
581,@malcolmlarri9073,tristan well speak never trigger interviewer masterless calm,0.0
582,@steffanm9324,genuinely cant believe want wife housewife somehow controversial,0.0
583,@dr.anthonyfauci5280,tristan really underrated fully compose control conversation non confrontational cringe way,0.0
584,@satoru_Gojo_21,love way tristan phrase sentence he well spoken know talk make hard pierce make look foolish awkward phrase sentence,0.0
585,@Jrseason22,use son dead father insult argument disgust,-1.0
586,@aminar9484,amount interruption rudeness ignorance guest put praise worthy,-1.0
587,@hodlfamily3867,tristan point last minute absolutely beautiful example great brother great debater,1.0
588,@Boomy2nicce,people cant even tell joke anymore friend without worry accuse federal crime insanity,0.0
589,@cazhussle3988,way defend brother end beyond comprehension,0.0
590,@3darkn1t,wow wow every attempt undermine tristan utterly destroy eloquence see people thoroughly certain talk,0.0
591,@GeOXrS,use son dead father insult argument level never think id see pier,0.0
592,@user-en6rx1dz1x,amount manipulation insane yes female believe tristan say offensive fact put andrew cut message shit unfair one deny make joke like friend sibling,0.0
593,@nazmussaaqibkhan5029,guy epitome class hat tristan tate,0.0
594,@abdool5569,incredible delivery tristan hop see,0.0
595,@tomojarvis,tristan ask pier hed ever strike woman passion bit see pier try smile,0.0
596,@mindrealminsights6517,interview encapsulate andrew say know even nothing else ill always tristan,0.0
597,@leno0911,biggest gift andrew tristan brother,0.0
598,@mrharrison2004,brilliant absolutely brilliant defend brother last breath exactly,1.0
599,@nuhbintarmizi8367,let u take moment thank pier great guest andrew show,1.0
600,@aliciashepard6429,literally best description ben warmonger shapiro ive ever hear man who small would die slapped street pure gold,-1.0
601,@TheAryaAzad,andrew person pier interrupt andrew interview pier pretty well,0.0
602,@zynosgd9982,n't think would agree andrew much something start exact thought call war,0.0
603,@hishamabbah,reason dont agree im human andrew tate clearly know reason become google man planet legend,0.0
604,@crimsonangel1749,israel genocide u people know dont know well seem like boss n't want u u know,-1.0
605,@mystmuffin3600,look like bos allow know absolutely perfect way describe western medium right powell do andrew,1.0
606,@srijakpandey7572,well seem bos allow know man statement andrew straight face,0.0
607,@dnd4269,number people andrew goat,1.0
608,@brandonthomas4807,andrew tate n't lie people hate he real keep real tate,0.0
609,@zohaibnazar2124,andrew tate thank stand justice world big enough u live need solution less war,0.0
610,@user-ir3ye8mx7n,overtime see andrew tate heart sink go delete brilliant mind anybody ever stand openly truth get punish delete currently live world lie silent accept truth sad include lot prayer,1.0
611,@Temur1919,type person call mandala terrorist back tate nail,-1.0
612,@Fpshussain,happen october pier clearly love statement wife kid overtime say legit feel like someone tryna pierce skull screwdriver,-1.0
613,@user-nq9rq1mb5z,andrew tate amazing perfection dash humor legitimately ask staff search whether ability word tell webster put base order hilarious,0.0
614,@tortoiseguy8417,pier type guy wake sleep tell hes go bed,0.0
615,@Mariam-Arif,pier morgan one single point go around around around like career depend andrew destroyed,0.0
616,@arunxx5244,pier one journalist want conduct interview without bias expect interviewee agree everything say n't like answer he like broken record repeat person agree kudos tate keep real,0.0
617,@nuhbintarmizi8367,hamas terror group piers love question family,-1.0
618,@krystallionaire8184,im andrew state fan thanks lot pier felt like interrogation versus intelligent interview pier question felt loaded,0.0
619,@AbidKhan-se2ie,let take moment thank pier guest andrew show,1.0
620,@nikolasne2534,fact speak full hour straight without stutter think half second keep energy level confidence truly incredible,1.0
621,@joshuasfeldman-burian1012,great example respectable conversation able agree disagree great interview take two,1.0
622,@billystewart10,exact way thinking help lot ive always build reinforces try manage thing crown disease lose lot physical strength quick therefore accept pain use fuel gain physical strength back gym taught pain happen fact pain good cuz feel give u purpose use fuel keep bouncing back,0.0
623,@jcreash1,haha sit house last pure blood end time make bust laugh andrew legend,0.0
624,@athena001979,break heart couldnt stay home mum kid provide stable happy home life enjoy thanks mum home grow stay home mum full time job important build strong family people woman absolutely psi oppa work leave child,0.0
625,@greatjjpeter3844,pier let tate finish sentence miracle,0.0
626,@shellylaurelwright-burroug555,well do show agree disagree still communicate different life change event,0.0
627,@daisyd3662,enough power influence cause nation question government course go anything stop person crazy,0.0
628,@FinchFitness,im high school teacher perth western australia force couid vaccine booster comply lose job still regret go along position lose job,0.0
629,@Bars11_,interview kinds momentsserious moment funny moment hypocritical moment childish moment light moment etc,0.0
630,@deebefree,actually saw lot point agree pier right make likewise andrew right make beauty conversation accept wont agree everyone everyone right heard miss,0.0
631,@rollo_tomasi3853,wore wig change gender castrate wouldnt say bad influence young boy andrew tate,0.0
632,@kingeris1657,love hate stand beliefs totally respect people jail go like interview brave say brave stay true know consequence come,0.0
633,@69thbeegee,finally get around watch completely make rethink ive pay much attention wait past andrew wait obviously clever guy clever think time like watch ted bundy chose represent court completely depth much belief wouldnt let others competent touch case,0.0
634,@billystewart10,andrew spot difficult remain vaccinated relentless phone call text email simply n't want something like put body take lot nos n't believe would safe get turned quickly vaccine take year year create take month thats come breathing problem still pass virus others etc im glad im still vaccinate need,1.0
635,@joshmoxey.,best troll ive see andrew tate minute yet also spit straight fact serious,1.0
636,@j86485,chemistry pier andrew unmatched like love hate relationship,0.0
637,@M.J.R83,hundred million turn camera say take million worth take everything smirk face laugh hard,1.0
638,@Robzabest25,sometimes win argument intelligent person never win argument ignorant person,-1.0
639,@iJamb0,great example situation never end,1.0
640,@jamiec7730,unholy smiley let speak create,0.0
641,@jakeridez6465,pier see feel get question answer,0.0
642,@frasermcmartin7059,shame couldve constructive informative debate look forward hear side instead shout direct attack,-1.0
643,@lygun5581,go one funniest debate time,0.0
644,@sarraboomgaard4566,im embarrass human also thoroughly entertain lao,0.0
645,@irisTKV,pier morgan give medal patience,0.0
646,@dannycabrera521,funniest debate need,1.0
647,@ignacio1088,one best debate ive ever see debate need like great job everyone keep great work morgan,1.0
648,@walterjnajarro5282,see pier family last day,0.0
649,@wilbertsmith1980,want martyr want die fight jew laugh harder,-1.0
650,@theriddler482,get heated debate history,0.0
651,@sharpeyesapproved9068,thing say debate let answer least thing do debate let answer,0.0
652,@vaibhavkaushik8813,think speak everyone say want part,0.0
653,@NZXT6,shake vibrator pocket funniest shit ever,1.0
654,@bintejamal460,debate enjoy show watch none realize pain sorrow hearts parent lose innocent kid little kid become orphan day small kid lose sibling many lose everything palestine,-1.0
655,@shabazz360,pier youve argument youve personally abused hijab yes,-1.0
656,@VishalinVandiar,pier invite important voice show hear pier speak,0.0
657,@omiitopa5498,pier good censoring guest limo,-1.0
658,@nikolatino4656,well say owen respect work,0.0
659,@DanielRaa,young man restore hope western people show anyone look real situation shove throat medium say believe,1.0
660,@retiredthankgoodness,owen extremely knowledgeable love way expose pier morgan revision history always way pier know win argument shout guest,1.0
661,@youna2798,pier lose debate show ask question,0.0
662,@ma3nak,owen jones annoy actually educate detailed would annoy insecure debater n't smart incredible detailed memory thanks accurate revision history legend owen jones thank pry expose inspirational thinker,-1.0
663,@mikekasem,owen thank bring point think thank pierce listen morality n't matter genocide percent home destroy genocide,-1.0
664,@TheLejla1000,thank owen tell truth,1.0
665,@xzarachoudhuryx,absolute well do owen always calm collect brilliant speaking fact truth whilst pier stand he prove wrong many time articulate intelligent person like hear say sound like he program repeat stuff accept truth,1.0
666,@flyingbird1756,pier eat show great job owen,1.0
667,@aminulislam1545,pier love answer question debate still lose,1.0
668,@alygodsquad,wish owen give air time clearly know stuff,0.0
669,@hassouna_2229,finish interview best moment,1.0
670,@astrimadjid,keep great work owen,1.0
671,@omiitopa5498,problem pier cant look past characterization pal view actually prejudicial simply ignorant fact owen right call double standard objective fact subjective characterization,-1.0
672,@trollinbastard8968,believe interview shouldve lot longer energetic sure could come understanding share viewpoint well enough u public could think care,0.0
673,@lordofdarkness131,possibility kill kill half n't qualify genocide book morgan,-1.0
674,@mohammed-ali1776,please another interview man interest emotionally lose like many people interview informative precise detail mention listen,0.0
675,@eddiem1155,hope april read comment cause overwhelm support u normal people society hope yall keep bring speak truth weird as world today,0.0
676,@NathanTeaches,good protecting woman,1.0
677,@donnadegriowinnegar9592,ridiculous get punishment speaking truth,0.0
678,@yoyoglock4,hope win appeal,1.0
679,@Travel_Geek_Channel,even discussion beyond ridiculous,-1.0
680,@nikkiclark9145,aprilstay strong definitely appeal moronic decision unfair unjust deserve well,0.0
681,@eastwood111,good speaking truth,1.0
682,@cyberdog1162,unbelievable girl get ban disgraceful world go mad,-1.0
683,@ShivonneEngen,need hoodie thank april risk everything work stand right,1.0
684,@jackiemckenna,get ridiculous kid stop go sport crap wise sport academy,-1.0
685,@janewilliams5818,woman sport need protect full stop thank brave talk despite backlash receive arent transfer prominent ongoing debate still compete woman category thats would get arses kick compete men world go crazy need stop,1.0
686,@gil6875,pier people might hate interview priority always work hard make sure get answer question great people interview like,0.0
687,@JanMider,ridiculous thanks stand woman,1.0
688,@sypham1039,nut n't see pier,-1.0
689,@jimrodda,well do april take stand trans woman female sport let trans athletes competition sport,1.0
690,@Riana.dS.,great interview best april hutchison appeal road ahead,1.0
691,@doctorbigsmiles,need category trans athletes open category support people trans case,1.0
692,@AngelusM0rtis,state absolute truth,1.0
693,@Christian-yr3hy,nothing well see woman bigger knee wrists shoulder jaw cosmetic also strength,0.0
